사고년도,지역,시도시군구명,지점명,사고건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도
2018,,서울특별시 종로구1,서울특별시 종로구 종로6가(동대문역 1번출구 부근),6,11,1,3,5,2,127.0105525,37.57175837
2018,,서울특별시 종로구2,서울특별시 종로구 종로5가(종로5가역 부근),4,4,0,1,1,2,127.0040001,37.57111811
2018,,서울특별시 종로구3,서울특별시 종로구 관철동(관수파출소 부근),4,4,0,0,4,0,126.9877587,37.56929816
2018,,서울특별시 용산구1,서울특별시 용산구 서빙고동(반포대교북단교차로 부근),5,5,0,3,2,0,126.9941228,37.51957302
2018,,서울특별시 용산구2,서울특별시 용산구 한강로1가(삼각지역6호선 부근),4,4,0,2,2,0,126.9740478,37.53566508
2018,,서울특별시 성동구1,서울특별시 성동구 마장동(고산자교 부근),7,7,1,1,4,1,127.0377653,37.57225254
2018,,서울특별시 성동구2,서울특별시 성동구 성수동1가(대림공인중개사사무소 부근),5,5,0,1,3,1,127.0462429,37.54125043
2018,,서울특별시 성동구3,서울특별시 성동구 송정동(성동세무서 부근),4,5,1,0,4,0,127.0626228,37.54827528
2018,,서울특별시 성동구4,서울특별시 성동구 상왕십리동(황학교 부근),4,4,0,2,2,0,127.0235327,37.57173702
2018,,서울특별시 성동구5,서울특별시 성동구 하왕십리동(무학교 부근),4,4,0,1,2,1,127.0300224,37.56939483
2018,,서울특별시 광진구1,서울특별시 광진구 자양동(우신빌딩 부근),7,7,0,2,3,2,127.0600141,37.53778022
2018,,서울특별시 광진구2,서울특별시 광진구 자양동(자양현대홈타운7차아파트후문 부근),6,6,0,0,5,1,127.0699612,37.53338313
2018,,서울특별시 광진구3,서울특별시 광진구 자양동(건대입구역2호선 부근),5,5,0,0,3,2,127.068804,37.54061792
2018,,서울특별시 광진구4,서울특별시 광진구 자양동(광영빌딩 부근),4,4,0,1,2,1,127.0838271,37.535923
2018,,서울특별시 동대문구1,서울특별시 동대문구 용두동(제기동역 4번출구 부근),9,9,0,3,5,1,127.0355742,37.57816476
2018,,서울특별시 동대문구2,서울특별시 동대문구 장안동(장안동사거리 부근),7,8,0,1,5,2,127.0714063,37.57218634
2018,,서울특별시 동대문구3,서울특별시 동대문구 전농동(성바오로병원교차로 부근),6,6,0,3,2,1,127.0417161,37.57913912
2018,,서울특별시 동대문구4,서울특별시 동대문구 장안동(양지쉐르빌아파트 부근),5,5,0,4,1,0,127.0611121,37.56264622
2018,,서울특별시 동대문구5,서울특별시 동대문구 휘경동(중랑교서단 부근),5,7,0,2,4,1,127.0694427,37.59267377
2018,,서울특별시 동대문구6,서울특별시 동대문구 장안동(샛별어린이공원 부근),5,5,0,2,3,0,127.0672658,37.56775303
2018,,서울특별시 동대문구7,서울특별시 동대문구 답십리동(조성종의원 부근),4,4,1,0,3,0,127.0644562,37.57006104
2018,,서울특별시 동대문구8,서울특별시 동대문구 휘경동(동대문구견인차량보관소 부근),4,4,0,0,4,0,127.0688137,37.58891473
2018,,서울특별시 동대문구9,서울특별시 동대문구 답십리동(답십리우리한의원 부근),4,4,0,0,4,0,127.0570499,37.56802939
2018,,서울특별시 동대문구10,서울특별시 동대문구 청량리동(영휘원사거리 부근),4,4,0,0,4,0,127.043108,37.58686023
2018,,서울특별시 중랑구1,서울특별시 중랑구 면목동(면목2동사거리 부근),11,11,0,2,6,3,127.0796863,37.58598664
2018,,서울특별시 중랑구2,서울특별시 중랑구 중화동(이화교옆 중랑천로 부근),9,11,0,4,4,3,127.0739527,37.6014299
2018,,서울특별시 중랑구3,서울특별시 중랑구 면목동(면목역 부근),9,9,0,3,4,2,127.0874896,37.58895867
2018,,서울특별시 중랑구4,"서울특별시 중랑구 면목동(
면목두산2단지아파트정문 부근)",9,9,0,1,5,3,127.0840864,37.58094567
2018,,서울특별시 중랑구5,서울특별시 중랑구 상봉동(상봉역 3번출구 부근),7,7,1,2,2,2,127.0861503,37.59399147
2018,,서울특별시 중랑구6,서울특별시 중랑구 상봉동(동일로지하차도사거리 부근),7,7,0,1,3,3,127.080165,37.59470334
2018,,서울특별시 중랑구7,서울특별시 중랑구 면목동(면목동동원베네스트아파트 102동 부근),6,6,0,3,1,2,127.0835477,37.58453695
2018,,서울특별시 중랑구8,서울특별시 중랑구 상봉동(코스트코코리아상봉점 부근),6,6,0,0,5,1,127.0893022,37.59748393
2018,,서울특별시 중랑구9,서울특별시 중랑구 망우동(신내지하차도사거리 부근),5,12,0,3,7,2,127.0979765,37.59941094
2018,,서울특별시 중랑구10,서울특별시 중랑구 중화동(봉화공원 부근),5,5,0,1,4,0,127.0768095,37.59815205
2018,,서울특별시 중랑구11,서울특별시 중랑구 면목동(장안교사거리 부근),5,5,0,1,3,1,127.0787616,37.58125127
2018,,서울특별시 성북구1,서울특별시 성북구 장위동(장위사거리 부근),9,9,1,3,5,0,127.0605692,37.61315115
2018,,서울특별시 성북구2,서울특별시 성북구 하월곡동(GS칼텍스 효성주유소 부근),5,5,0,1,3,1,127.0357821,37.60273972
2018,,서울특별시 성북구3,서울특별시 성북구 석관동(돌곶이역 부근),5,5,0,1,3,1,127.057026,37.61056998
2018,,서울특별시 성북구4,서울특별시 성북구 하월곡동(월곡연세가정의학과의원 부근),4,4,0,0,3,1,127.0366739,37.60706132
2018,,서울특별시 강북구1,서울특별시 강북구 수유동(수유사거리 부근),6,6,0,3,3,0,127.0243586,37.63553073
2018,,서울특별시 강북구2,서울특별시 강북구 수유동(선아트빌 부근),6,7,0,1,6,0,127.0106033,37.64588753
2018,,서울특별시 강북구3,서울특별시 강북구 번동(모아한의원 수유점 부근),5,6,0,0,6,0,127.0314679,37.6354097
2018,,서울특별시 강북구4,서울특별시 강북구 미아동(한국전력공사 강북성북지사 부근),5,5,0,0,4,1,127.0249245,37.63035472
2018,,서울특별시 강북구5,서울특별시 강북구 수유동(한신대사거리 부근),4,7,0,3,4,0,127.0156263,37.63403231
2018,,서울특별시 강북구6,서울특별시 강북구 수유동(서울수유3동우체국 부근),4,5,0,2,2,1,127.0286732,37.6409156
2018,,서울특별시 강북구7,서울특별시 강북구 번동(번동중학교정문 부근),4,4,0,2,2,0,127.0362866,37.63293729
2018,,서울특별시 강북구8,서울특별시 강북구 수유동(광산교회 부근),4,5,0,1,4,0,127.0217494,37.6435618
2018,,서울특별시 강북구9,서울특별시 강북구 미아동(삼양입구사거리 부근),4,6,0,0,6,0,127.0298221,37.61744471
2018,,서울특별시 도봉구1,서울특별시 도봉구 방학동(서울문화고교 부근),7,7,0,4,3,0,127.0464906,37.664664
2018,,서울특별시 도봉구2,서울특별시 도봉구 방학동(로뎀감리교회 부근),7,8,0,2,4,2,127.0334426,37.66724895
2018,,서울특별시 도봉구3,서울특별시 도봉구 도봉동(도봉1교 부근),6,6,0,4,2,0,127.0515536,37.67901165
2018,,서울특별시 도봉구4,서울특별시 도봉구 도봉동(신도봉사거리 부근),5,5,0,4,1,0,127.0438234,37.67117327
2018,,서울특별시 노원구1,서울특별시 노원구 공릉동(노원문화원 부근),4,5,0,1,2,2,127.0698725,37.62854842
2018,,서울특별시 노원구2,서울특별시 노원구 중계동(수암초교앞삼거리 부근),4,4,0,1,2,1,127.0811169,37.64883117
2018,,서울특별시 노원구3,서울특별시 노원구 상계동(상계11-13단지사거리 부근),4,4,0,0,3,1,127.0561779,37.66706629
2018,,서울특별시 은평구1,서울특별시 은평구 신사동(신사오거리 부근),8,9,0,3,4,2,126.9157877,37.59910228
2018,,서울특별시 은평구2,서울특별시 은평구 불광동(불광역6호선 부근),7,8,0,3,3,2,126.9289301,37.61146362
2018,,서울특별시 은평구3,서울특별시 은평구 응암동(응암오거리 부근),5,5,0,1,2,2,126.9173349,37.59023623
2018,,서울특별시 서대문구1,서울특별시 서대문구 북가좌동(북가좌사거리 부근),5,5,0,1,1,3,126.9133522,37.58252421
2018,,서울특별시 마포구1,서울특별시 마포구 망원동(한강빌딩 부근),8,8,0,2,5,1,126.9049921,37.56150952
2018,,서울특별시 마포구2,서울특별시 마포구 마포동(마포역 4번출구 부근),5,5,0,2,3,0,126.9458546,37.53961624
2018,,서울특별시 마포구3,서울특별시 마포구 망원동(망원우체국사거리 부근),5,6,0,1,3,2,126.9081866,37.55826515
2018,,서울특별시 마포구4,서울특별시 마포구 합정동(홀트아동복지회 부근),4,4,0,1,3,0,126.9117808,37.54897221
2018,,서울특별시 양천구1,서울특별시 양천구 목동(오목수변공원 부근),6,6,0,2,1,3,126.8783737,37.5248346
2018,,서울특별시 양천구2,서울특별시 양천구 신월동(성창빌딩 앞 부근),5,5,1,2,2,0,126.836923,37.52272496
2018,,서울특별시 양천구3,서울특별시 양천구 목동(파리공원 부근),5,5,0,1,2,2,126.8771405,37.53543003
2018,,서울특별시 양천구4,서울특별시 양천구 신정동(신정 야구장 부근),4,4,0,1,2,1,126.8778919,37.51562891
2018,,서울특별시 양천구5,서울특별시 양천구 신정동(희당한의원 부근),4,4,0,0,4,0,126.8765353,37.52230771
2018,,서울특별시 강서구1,서울특별시 강서구 화곡동(KT SIS강서점 부근),7,7,0,3,3,1,126.8480097,37.52988217
2018,,서울특별시 강서구2,서울특별시 강서구 방화동(수정교회 부근),6,7,1,2,2,2,126.8165854,37.57076562
2018,,서울특별시 강서구3,서울특별시 강서구 내발산동(발산역 부근),5,5,0,2,2,1,126.8389634,37.55854847
2018,,서울특별시 강서구4,서울특별시 강서구 화곡동(목동사거리 부근),5,5,0,1,3,1,126.8636859,37.53249379
2018,,서울특별시 구로구1,서울특별시 구로구 구로동(구로어린이공원 부근),8,8,0,3,4,1,126.8918462,37.49151829
2018,,서울특별시 구로구2,서울특별시 구로구 구로동(구로거리공원 부근),6,7,0,4,3,0,126.8896165,37.50183124
2018,,서울특별시 구로구3,서울특별시 구로구 구로동(스타벅스 구로디지털로점 부근),5,5,0,4,1,0,126.8967795,37.48640727
2018,,서울특별시 구로구4,서울특별시 구로구 구로동(구로구청.구의회사거리 부근),5,6,0,2,4,0,126.8891814,37.49523615
2018,,서울특별시 구로구5,서울특별시 구로구 구로동(장의원 부근),5,5,0,1,3,1,126.8897237,37.48837063
2018,,서울특별시 구로구6,서울특별시 구로구 개봉동(늘푸른한의원 부근),4,4,0,1,2,1,126.8561436,37.49267916
2018,,서울특별시 금천구1,서울특별시 금천구 독산동(홈플러스금천점 앞 부근),4,4,0,1,2,1,126.8978958,37.46890598
2018,,서울특별시 금천구2,서울특별시 금천구 시흥동(은행나무시장 부근),4,4,0,1,1,2,126.9086823,37.45077063
2018,,서울특별시 금천구3,서울특별시 금천구 시흥동(시흥사거리 부근),4,4,0,0,3,1,126.9007507,37.45491674
2018,,서울특별시 영등포구1,서울특별시 영등포구 당산동1가(양화한강공원출구 부근),7,10,0,3,5,2,126.9006701,37.53932675
2018,,서울특별시 영등포구2,서울특별시 영등포구 당산동4가(당서초교 앞 부근),7,7,0,0,4,3,126.8993398,37.5308414
2018,,서울특별시 영등포구3,서울특별시 영등포구 대림동(대림3동사거리 부근),6,6,0,3,3,0,126.8990215,37.5008368
2018,,서울특별시 영등포구4,서울특별시 영등포구 영등포동(영등포역교차로 부근),6,6,0,2,2,2,126.9057352,37.51606363
2018,,서울특별시 영등포구5,서울특별시 영등포구 대림동(대림공원사거리 부근),5,5,0,2,3,0,126.9022194,37.49166137
2018,,서울특별시 영등포구6,서울특별시 영등포구 당산동1가(양화한강공원입구 부근),5,5,0,2,1,2,126.9044587,37.53703612
2018,,서울특별시 영등포구7,서울특별시 영등포구 영등포동3가(영등포시장사거리 부근),5,5,0,1,1,3,126.9046198,37.51986782
2018,,서울특별시 영등포구8,서울특별시 영등포구 여의도동(마포한강공원자전거대여소 부근),5,7,0,0,2,5,126.9268846,37.53097444
2018,,서울특별시 영등포구9,서울특별시 영등포구 도림동(우신초교앞 부근),4,4,0,3,1,0,126.9092987,37.51023163
2018,,서울특별시 영등포구10,서울특별시 영등포구 여의도동(여의나루역 부근),4,5,0,1,4,0,126.9347745,37.52630741
2018,,서울특별시 영등포구11,서울특별시 영등포구 당산동3가(영등포경찰서사거리 부근),4,4,0,1,2,1,126.9027562,37.52616354
2018,,서울특별시 영등포구12,서울특별시 영등포구 여의도동(시범아파트앞 부근),4,4,0,1,2,1,126.940425,37.52134083
2018,,서울특별시 동작구1,서울특별시 동작구 신대방동(대방천사거리 부근),7,7,0,3,4,0,126.9200487,37.49844036
2018,,서울특별시 동작구2,서울특별시 동작구 상도동(장승배기역 부근),6,6,1,1,4,0,126.9395622,37.50504431
2018,,서울특별시 동작구3,서울특별시 동작구 신대방동(대림사거리 부근),5,5,0,2,3,0,126.9066408,37.48899762
2018,,서울특별시 동작구4,서울특별시 동작구 본동(노들나루공원 부근),4,4,0,1,3,0,126.9538843,37.51459862
2018,,서울특별시 동작구5,서울특별시 동작구 신대방동(글로벌신학아카데미 부근),4,4,0,1,2,1,126.9278704,37.49821505
2018,,서울특별시 관악구1,서울특별시 관악구 신림동(구로전화국사거리 부근),5,5,0,0,4,1,126.9030635,37.47976126
2018,,서울특별시 관악구2,서울특별시 관악구 신림동(난곡사거리 부근),4,4,0,1,2,1,126.9147102,37.48122311
2018,,서울특별시 강남구1,서울특별시 강남구 대치동(원일빌딩 부근),4,4,0,1,1,2,127.0660697,37.50044401
2018,,서울특별시 강남구2,서울특별시 강남구 역삼동(강남세브란스사거리 부근),4,4,0,0,3,1,127.0461083,37.49556475
2018,,서울특별시 송파구1,서울특별시 송파구 석촌동(석촌역 부근),9,11,0,5,3,3,127.1069983,37.50544559
2018,,서울특별시 송파구2,서울특별시 송파구 방이동(둔촌사거리 부근),8,8,0,3,4,1,127.1335448,37.52096221
2018,,서울특별시 송파구3,서울특별시 송파구 삼전동(삼전사거리 부근),8,8,0,2,3,3,127.0886911,37.50394832
2018,,서울특별시 송파구4,서울특별시 송파구 가락동(가락시장역 1번출구 부근),7,7,0,1,6,0,127.1181102,37.49353731
2018,,서울특별시 송파구5,서울특별시 송파구 잠실동(잠실트리지움입구 부근),7,8,0,1,5,2,127.0861676,37.5101802
2018,,서울특별시 송파구6,서울특별시 송파구 가락동(가락중고교 부근),7,8,0,1,4,3,127.1178585,37.50129891
2018,,서울특별시 송파구7,서울특별시 송파구 삼전동(잠실학원사거리 부근),6,6,0,4,2,0,127.0901973,37.50696137
2018,,서울특별시 송파구8,서울특별시 송파구 석촌동(배명사거리 부근),6,6,0,3,1,2,127.0970746,37.50353733
2018,,서울특별시 송파구9,서울특별시 송파구 풍납동(풍납중학교 부근),6,8,0,1,5,2,127.1166443,37.52418979
2018,,서울특별시 송파구10,서울특별시 송파구 방이동(두양빌딩 부근),6,6,0,1,4,1,127.110745,37.51663918
2018,,서울특별시 송파구11,서울특별시 송파구 문정동(장지역사거리 부근),6,6,0,1,4,1,127.1258822,37.47946401
2018,,서울특별시 송파구12,서울특별시 송파구 방이동(방이사거리 부근),6,6,0,0,3,3,127.110651,37.51103232
2018,,서울특별시 송파구13,서울특별시 송파구 잠실동(아시아선추손아파트삼거리 부근),5,5,0,4,1,0,127.0813213,37.50633986
2018,,서울특별시 송파구14,서울특별시 송파구 삼전동(세명주유소 부근),5,5,0,2,3,0,127.0967026,37.49882241
2018,,서울특별시 송파구15,서울특별시 송파구 삼전동(광원빌딩 부근),5,5,0,0,4,1,127.0940374,37.50657353
2018,,서울특별시 송파구16,서울특별시 송파구 송파동(가락시장사거리 부근),4,5,1,4,0,0,127.113576,37.49766949
2018,,서울특별시 송파구17,서울특별시 송파구 오금동(올림픽공원사거리 부근),4,5,0,2,2,1,127.1277259,37.51229097
2018,,서울특별시 송파구18,서울특별시 송파구 송파동(송파사거리 부근),4,4,0,2,2,0,127.1103087,37.50199534
2018,,서울특별시 송파구19,서울특별시 송파구 문정동(문정현대아파트 앞 부근),4,4,0,2,2,0,127.1248475,37.48601618
2018,,서울특별시 송파구20,서울특별시 송파구 풍납동(풍납2동주민센터 부근),4,4,0,2,1,1,127.1160994,37.52929252
2018,,서울특별시 송파구21,서울특별시 송파구 마천동(마천사거리 부근),4,4,0,2,0,2,127.1465195,37.49813423
2018,,서울특별시 송파구22,서울특별시 송파구 신천동(올림픽회관삼거리 부근),4,5,0,1,4,0,127.1140167,37.52013385
2018,,서울특별시 송파구23,서울특별시 송파구 가락동(오금역 부근),4,4,0,1,3,0,127.1280086,37.50195667
2018,,서울특별시 송파구24,서울특별시 송파구 잠실동(잠실2동우체국 부근),4,4,0,1,3,0,127.0819209,37.51243517
2018,,서울특별시 송파구25,서울특별시 송파구 가락동(경찰병원역 부근),4,4,0,1,3,0,127.1248507,37.49669734
2018,,서울특별시 송파구26,서울특별시 송파구 잠실동(잠실3사거리 부근),4,5,0,0,4,1,127.0923804,37.51166952
2018,,서울특별시 송파구27,서울특별시 송파구 송파동(송파한양2차아파트정문 부근),4,4,0,0,3,1,127.1153254,37.505473
2018,,서울특별시 송파구28,서울특별시 송파구 풍납동(퀴너스 화덕피자 부근),4,5,0,0,2,3,127.1187655,37.5320472
2018,,서울특별시 강동구1,서울특별시 강동구 길동(길동사거리 부근),9,9,1,4,3,1,127.1377573,37.53430422
2018,,서울특별시 강동구2,서울특별시 강동구 성내동(정성약국 부근),8,8,0,1,7,0,127.1286179,37.5273291
2018,,서울특별시 강동구3,서울특별시 강동구 성내동(하늘뜻동문교회 부근),7,7,1,2,4,0,127.1289834,37.5368636
2018,,서울특별시 강동구4,서울특별시 강동구 천호동(천호역 3번출구 부근),7,8,0,1,7,0,127.1239143,37.53995676
2018,,서울특별시 강동구5,서울특별시 강동구 고덕동(상일동역교차로 부근),4,4,1,1,2,0,127.1711962,37.55783261
2018,,서울특별시 강동구6,서울특별시 강동구 암사동(한은빌딩 부근),4,5,0,1,4,0,127.1352692,37.55186933
2018,,서울특별시 강동구7,서울특별시 강동구 고덕동(고덕119안전센터 부근),4,4,0,1,2,1,127.1519922,37.55720747
2019,,서울특별시 종로구1,서울특별시 종로구 종로6가(흥인지문사거리 부근),4,5,0,1,1,3,127.0091719,37.57122939
2019,,서울특별시 용산구1,서울특별시 용산구 서빙고동(반포대교북단교차로 부근),4,5,0,2,2,1,126.9943844,37.5192751
2019,,서울특별시 용산구2,서울특별시 용산구 이촌동(이촌한강공원 부근),4,6,0,1,3,2,126.9688113,37.51754201
2019,,서울특별시 성동구1,서울특별시 성동구 용답동(덕현해밀아파트 부근),5,6,0,3,2,1,127.0534648,37.5647345
2019,,서울특별시 성동구2,서울특별시 성동구 성수동1가(성원중학교 부근),5,5,0,2,3,0,127.0514648,37.53981694
2019,,서울특별시 성동구3,서울특별시 성동구 용답동(성동구립용답도서관 부근),4,4,0,3,1,0,127.0512139,37.56752818
2019,,서울특별시 성동구4,서울특별시 성동구 하왕십리동(세광교회 부근),4,4,0,2,2,0,127.0302951,37.56960389
2019,,서울특별시 성동구5,서울특별시 성동구 용답동(서울교통공사사거리 부근),4,4,0,1,2,1,127.0580556,37.56253567
2019,,서울특별시 광진구1,서울특별시 광진구 구의동(우리은행 구의동지점 부근),7,7,1,0,6,0,127.0867945,37.54557734
2019,,서울특별시 광진구2,서울특별시 광진구 자양동(송파예술마루 부근),6,7,1,1,3,2,127.0945365,37.52058029
2019,,서울특별시 광진구3,서울특별시 광진구 자양동(보광마트 부근),5,5,0,2,3,0,127.0822215,37.53578128
2019,,서울특별시 광진구4,서울특별시 광진구 화양동(화양동우체국 부근),5,5,0,2,3,0,127.0687731,37.54808448
2019,,서울특별시 동대문구1,서울특별시 동대문구 전농동(성바오로병원교차로 부근),7,7,0,3,4,0,127.0421006,37.57935713
2019,,서울특별시 동대문구2,서울특별시 동대문구 제기동(홍파초교후문 부근),6,7,0,2,5,0,127.0401155,37.58670383
2019,,서울특별시 동대문구3,서울특별시 동대문구 전농동(전농1동교차로 부근),6,6,0,2,4,0,127.0464615,37.57602358
2019,,서울특별시 동대문구4,서울특별시 동대문구 장안동(SK엔크린 삼영주유소 부근),6,6,0,1,3,2,127.0684154,37.57245279
2019,,서울특별시 동대문구5,서울특별시 동대문구 용두동(용두동사거리 부근),5,5,0,1,4,0,127.0302985,37.57769941
2019,,서울특별시 동대문구6,서울특별시 동대문구 용두동(용두동포스빌 부근),5,5,0,1,4,0,127.0368184,37.57826391
2019,,서울특별시 동대문구7,서울특별시 동대문구 장안동(동대문동부새마을금고 장안2지점 부근),5,5,0,1,3,1,127.0695111,37.57883834
2019,,서울특별시 동대문구8,서울특별시 동대문구 용두동(서울시설공단사거리 부근),5,5,0,0,3,2,127.0379453,37.57282015
2019,,서울특별시 동대문구9,서울특별시 동대문구 장안동(미니스톱 장안벤처빌점 부근),4,4,0,2,1,1,127.0695226,37.56884862
2019,,서울특별시 동대문구10,서울특별시 동대문구 휘경동(동대문구견인차량보관소 부근),3,3,1,2,0,0,127.0688179,37.58956597
2019,,서울특별시 중랑구1,서울특별시 중랑구 중화동(동일로지하차도사거리 부근),7,7,0,2,4,1,127.080268,37.5943856
2019,,서울특별시 중랑구2,서울특별시 중랑구 면목동(강호아파트 부근),5,6,0,3,2,1,127.0863802,37.57802162
2019,,서울특별시 중랑구3,서울특별시 중랑구 묵동(우리은행 태릉역지점 부근),5,5,0,2,2,1,127.077377,37.6158039
2019,,서울특별시 중랑구4,서울특별시 중랑구 면목동(면목2동사거리 부근),5,5,0,0,4,1,127.0799473,37.58694422
2019,,서울특별시 중랑구5,서울특별시 중랑구 면목동(면목초등학교정문 부근),4,4,1,0,2,1,127.0868674,37.59089025
2019,,서울특별시 중랑구6,서울특별시 중랑구 망우동(망우역사거리 부근),4,4,0,0,1,3,127.0938116,37.59825836
2019,,서울특별시 성북구1,서울특별시 성북구 석관동(동원베네스트 부근),6,6,0,2,4,0,127.0583459,37.61151527
2019,,서울특별시 성북구2,서울특별시 성북구 보문동7가(대광중고교삼거리 부근),5,8,0,2,6,0,127.0232059,37.57792194
2019,,서울특별시 성북구3,서울특별시 성북구 하월곡동(길음삼부컨비니언아파트 부근),5,5,0,1,4,0,127.025206,37.60280286
2019,,서울특별시 성북구4,서울특별시 성북구 장위동(도시빌라 부근),4,4,0,2,2,0,127.0425057,37.61751353
2019,,서울특별시 성북구5,서울특별시 성북구 하월곡동(종암사거리 부근),4,4,0,1,3,0,127.0315846,37.60381442
2019,,서울특별시 강북구1,서울특별시 강북구 수유동(광산사거리 부근),6,6,0,2,4,0,127.0236925,37.64222497
